outcome,horizon,beta,se,lower95,upper95,n,spec_name,shock_column,shock_scale,response_type
total_deposits_bank_qoq,5,51.03649376811648,65.57587681116931,-77.49222478177535,179.56521231800832,114,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
total_deposits_bank_qoq,6,30.82706261034538,68.26399207786814,-102.97036186227616,164.62448708296694,113,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
total_deposits_bank_qoq,7,43.66277889572578,73.6704253132131,-100.7312547181719,188.05681250962346,112,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
total_deposits_bank_qoq,8,51.06433451600243,77.49350708209145,-100.82293936489681,202.9516083969017,111,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_deposits_bank_qoq,0,10.516967566740554,6.386358548037036,-2.0002951874120356,23.034230320893144,119,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_deposits_bank_qoq,1,7.381340907501661,15.772568993425194,-23.53289431961172,38.29557613461504,118,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_deposits_bank_qoq,2,8.761403970266853,16.347533064152,-23.279760835471066,40.802568776004776,117,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_deposits_bank_qoq,3,37.599828844365426,29.69198211746754,-20.59645610587095,95.79611379460181,116,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_deposits_bank_qoq,4,43.7646442960198,37.712029272440226,-30.15093307796304,117.68022167000265,115,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_deposits_bank_qoq,5,45.865564781380904,44.504520463063415,-41.36329532622339,133.0944248889852,114,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_deposits_bank_qoq,6,33.43880985849347,49.71097809934356,-63.99470721621991,130.87232693320686,113,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_deposits_bank_qoq,7,47.88358965337004,53.624556787187096,-57.22054164951666,152.98772095625674,112,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
checkable_deposits_bank_qoq,8,39.63084854266818,56.230143132195266,-70.58023199643455,149.8419290817709,111,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_bank_qoq,0,8.150221225811842,3.8960918982530295,0.5138811052359049,15.78656134638778,119,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_bank_qoq,1,4.2176502970294445,4.691659898177719,-4.978003103398886,13.413303697457774,118,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_bank_qoq,2,-0.1559352634619806,8.47629000463265,-16.769463672541974,16.457593145618013,117,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_bank_qoq,3,-2.656077543915602,8.012184365510706,-18.359958900316585,13.04780381248538,116,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_bank_qoq,4,0.02054105838801057,7.974118674906088,-15.608731544427922,15.649813661203943,115,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
interbank_transactions_bank_qoq,5,-3.264916017406497,7.868609225030553,-18.68739009846638,12.157558063653386,114,baseline,tdc_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
