treatment_variant,treatment_role,treatment_family,outcome,horizon,beta,se,lower95,upper95,n,spec_name,shock_column,shock_scale,response_type
core_deposit_proximate,exploratory,measurement,debt_securities_bank_liability_qoq,3,6.704381202337752,6.672083200484258,-6.372901870611395,19.7816642752869,65,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,debt_securities_bank_liability_qoq,4,7.6849755851075345,6.478100468913009,-5.012101333961964,20.382052504177032,64,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,debt_securities_bank_liability_qoq,5,4.696948164917478,6.357735891400577,-7.764214182227654,17.15811051206261,63,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,debt_securities_bank_liability_qoq,6,1.1570142944785293,6.090260399560076,-10.779896088659221,13.093924677616279,62,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,debt_securities_bank_liability_qoq,7,-0.6707417883950803,6.18106334209946,-12.785625938910021,11.44414236211986,61,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,debt_securities_bank_liability_qoq,8,-1.0421119970959747,5.898807885853981,-12.603775453369776,10.519551459177828,60,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,fhlb_advances_sallie_mae_loans_bank_qoq,0,3.820929963255044,3.4700988494831178,-2.980463781731866,10.622323708241954,68,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,fhlb_advances_sallie_mae_loans_bank_qoq,1,-5.037138451706784,2.27093625373108,-9.488173509019699,-0.5861033943938674,67,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,fhlb_advances_sallie_mae_loans_bank_qoq,2,-10.275757692288046,3.1649338326999183,-16.479028004379884,-4.072487380196206,66,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,fhlb_advances_sallie_mae_loans_bank_qoq,3,-14.4387843646942,4.347797838868195,-22.960468128875863,-5.917100600512537,65,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,fhlb_advances_sallie_mae_loans_bank_qoq,4,-17.101639882202225,4.713001940419716,-26.339123685424866,-7.8641560789795815,64,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,fhlb_advances_sallie_mae_loans_bank_qoq,5,-16.173810721870815,4.877573685162669,-25.733855144789644,-6.613766298951985,63,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,fhlb_advances_sallie_mae_loans_bank_qoq,6,-16.52615194641903,4.6564781820488195,-25.652849183234714,-7.399454709603345,62,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,fhlb_advances_sallie_mae_loans_bank_qoq,7,-17.999575251971702,4.411290124783525,-26.64570389654741,-9.353446607395993,61,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,fhlb_advances_sallie_mae_loans_bank_qoq,8,-19.0448341133775,4.045593465520488,-26.97419730579766,-11.115470920957344,60,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,commercial_industrial_loans_ex_chargeoffs_qoq,0,18.32675921906605,5.036121260009787,8.45596154944687,28.197556888685234,68,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,commercial_industrial_loans_ex_chargeoffs_qoq,1,28.794310272091703,7.334746726147476,14.41820668884265,43.170413855340755,67,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,commercial_industrial_loans_ex_chargeoffs_qoq,2,20.076351236667445,4.364120567497451,11.522674924372442,28.63002754896245,66,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,commercial_industrial_loans_ex_chargeoffs_qoq,3,16.728784022355786,5.434379972646868,6.077399275967926,27.380168768743644,65,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,commercial_industrial_loans_ex_chargeoffs_qoq,4,13.828443515554422,6.918421427375273,0.26833751789888716,27.38854951320996,64,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,commercial_industrial_loans_ex_chargeoffs_qoq,5,5.8608470178917695,7.815405120820029,-9.457347018915486,21.179041054699027,63,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,commercial_industrial_loans_ex_chargeoffs_qoq,6,-0.501670630020941,8.9183338670353,-17.981605009410124,16.978263749368246,62,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,commercial_industrial_loans_ex_chargeoffs_qoq,7,2.2326298186523204,7.945805658829571,-13.34114927265364,17.80640890995828,61,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,commercial_industrial_loans_ex_chargeoffs_qoq,8,6.2408526028696265,7.6189250407084534,-8.692240476918942,21.173945682658193,60,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,consumer_loans_ex_chargeoffs_qoq,0,0.9836081441382717,1.781401466454165,-2.5079387301118916,4.475155018388435,68,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,consumer_loans_ex_chargeoffs_qoq,1,-6.647036256283455,2.206855456538217,-10.97247295109836,-2.32159956146855,67,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,consumer_loans_ex_chargeoffs_qoq,2,-7.453355625452635,2.4961360332659055,-12.345782250653809,-2.56092900025146,66,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,consumer_loans_ex_chargeoffs_qoq,3,-5.912597736581926,4.708851500460596,-15.141946677484693,3.316751204320841,65,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,consumer_loans_ex_chargeoffs_qoq,4,-8.008511008658076,4.236311845016846,-16.311682224891094,0.2946602075749425,64,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,consumer_loans_ex_chargeoffs_qoq,5,-7.87918202437533,3.782160283650161,-15.292216180329646,-0.4661478684210154,63,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,consumer_loans_ex_chargeoffs_qoq,6,-9.134656156257407,3.3333924893121334,-15.668105435309188,-2.601206877205625,62,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,consumer_loans_ex_chargeoffs_qoq,7,-9.337175235554803,3.2973966396166747,-15.800072649203486,-2.8742778219061202,61,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,consumer_loans_ex_chargeoffs_qoq,8,-7.615578644651908,3.6752165245467188,-14.819003032763476,-0.4121542565403393,60,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,0,1.3494868850339763,1.6365941543485942,-1.8582376574892685,4.557211427557221,68,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,1,-5.317090619685269,2.1450196524050797,-9.521329138399224,-1.1128521009713124,67,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,2,-5.625366848218344,2.4166926541811664,-10.36208445041343,-0.8886492460232578,66,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,3,-4.279676423490619,4.811888961209426,-13.710978787461094,5.151625940479857,65,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,4,-6.100922784784324,4.748953386008451,-15.408871421360889,3.207025851792239,64,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,5,-6.676084672711999,4.462963081916328,-15.423492313268003,2.0713229678440044,63,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,6,-7.865889716642442,4.164433156550742,-16.0281787034819,0.2963992701970124,62,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,7,-8.353669848831256,3.97884815426174,-16.152212231184265,-0.555127466478246,61,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,credit_card_revolving_loans_ex_chargeoffs_qoq,8,-7.69046949124439,3.8415686672465545,-15.219944079047636,-0.16099490344114376,60,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,0,-0.3626391644315062,0.5465974524601354,-1.4339701712533715,0.7086918423903592,68,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,1,-1.3056160356072102,0.6606932719238654,-2.6005748485779865,-0.010657222636434094,67,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,2,-1.8203097684368057,0.9603426022724063,-3.702581268890722,0.06196173201711064,66,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,3,-1.7354013374916073,1.0844100114178699,-3.860844959870632,0.39004228488741766,65,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,4,-2.02601114924894,1.302221030822772,-4.578364369661573,0.5263420711636932,64,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,5,-1.3531855414611698,1.608873885737281,-4.506578357506241,1.800207274583901,63,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,6,-1.4205561837909633,2.101753374623552,-5.539992798053126,2.698880430471199,62,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,7,-1.164368013720001,2.651720707485435,-6.361740600391454,4.0330045729514525,61,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,other_consumer_loans_ex_chargeoffs_qoq,8,-0.11724575650817814,3.045504417687005,-6.0864344151747085,5.851942902158352,60,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,0,-1.854037377154852,1.0395069905529777,-3.8914710786386886,0.18339632432898445,68,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,1,-3.6701646739281584,1.4543605709121712,-6.520711392916014,-0.8196179549403029,67,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,2,-4.311800281457042,1.6573678046449851,-7.560241178561213,-1.0633593843528715,66,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,3,-6.3605259119023305,1.5930595455434833,-9.482922621167557,-3.2381292026371034,65,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,4,-8.051375175560432,1.956858670893669,-11.886818170512024,-4.21593218060884,64,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,5,-9.748973414563118,2.1804147424350986,-14.02258630973591,-5.475360519390325,63,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,6,-9.7850635933662,2.254827009402625,-14.204524531795345,-5.365602654937055,62,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,7,-10.239361719563243,2.409755545989904,-14.962482589703455,-5.516240849423031,61,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,closed_end_residential_loans_ex_chargeoffs_qoq,8,-9.840104078262812,2.700259081992718,-15.13261187896854,-4.547596277557084,60,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,cb_nonts_qoq,0,35.52117098640699,9.116159308689234,17.653498741376094,53.38884323143789,68,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,cb_nonts_qoq,1,142.3245679985894,19.404244546171938,104.2922486880924,180.3568873090864,67,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,cb_nonts_qoq,2,161.27071759609564,23.321324888223405,115.56092081517777,206.9805143770135,66,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,cb_nonts_qoq,3,179.02799036672747,27.380471102166048,125.36226700648201,232.69371372697293,65,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,cb_nonts_qoq,4,179.74380964235368,29.80992627109207,121.31635415101323,238.17126513369413,64,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,cb_nonts_qoq,5,146.30416641065761,33.600090379181786,80.44798926746131,212.16034355385392,63,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,cb_nonts_qoq,6,122.7555091972782,36.02182160923157,52.15273884318432,193.35827955137208,62,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,cb_nonts_qoq,7,112.16608055442482,40.082858269260164,33.6036783466749,190.72848276217474,61,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,cb_nonts_qoq,8,123.898742547199,36.97394523452807,51.429809887524,196.36767520687403,60,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,tga_qoq,0,-3.5888079171469123,5.4282987857955405,-14.22827353730617,7.050657703012346,68,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,tga_qoq,1,48.20623945165329,15.905365879927723,17.031722326994952,79.38075657631163,67,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,tga_qoq,2,61.69552551099312,19.682809402645045,23.117219081808834,100.27383194017742,66,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,tga_qoq,3,65.0906546371659,21.10098667329411,23.732720757509448,106.44858851682235,65,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,tga_qoq,4,43.48601287917896,11.91081089852292,20.140823518074036,66.83120224028389,64,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,tga_qoq,5,23.946054563004566,7.601675201560534,9.04677116794592,38.84533795806321,63,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,tga_qoq,6,-14.661037269247846,10.127902106076755,-34.51172539715829,5.189650858662596,62,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,tga_qoq,7,-22.4976619077608,13.23545880001736,-48.43916115579483,3.4438373402732267,61,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,tga_qoq,8,-4.134905736171641,12.419628530132773,-28.477377655231876,20.20756618288859,60,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,reserves_qoq,0,35.232465994985525,6.213999105768687,23.053027747678897,47.41190424229215,68,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,reserves_qoq,1,81.98530416140419,13.553720844196008,55.42001130678001,108.55059701602836,67,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,reserves_qoq,2,80.67366745753134,20.73280370611237,40.03737219355109,121.30996272151158,66,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,reserves_qoq,3,94.52124984624461,21.25292209734945,52.865522535439695,136.17697715704952,65,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,reserves_qoq,4,114.72263909608016,29.350619254822583,57.1954253566279,172.2498528355324,64,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,reserves_qoq,5,106.08889528126184,34.03286590339844,39.38447811060091,172.79331245192276,63,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,reserves_qoq,6,121.39577719908218,40.199651988995946,42.60445930065012,200.18709509751423,62,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,reserves_qoq,7,127.21536220706913,36.76577212610185,55.154448839909506,199.27627557422875,61,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,reserves_qoq,8,124.57691860179798,30.826849747729877,64.15629309624742,184.99754410734855,60,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,foreign_nonts_qoq,0,25.660002832869026,7.218401267947392,11.511936347692137,39.808069318045916,68,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,foreign_nonts_qoq,1,26.64065631458687,4.970439759637597,16.89859438569718,36.38271824347656,67,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,foreign_nonts_qoq,2,27.846236834656874,6.873353254355417,14.374464456120256,41.31800921319349,66,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,foreign_nonts_qoq,3,22.376532693631376,5.879904919578015,10.851919051258466,33.90114633600429,65,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,foreign_nonts_qoq,4,19.588806230769485,5.2935768853767105,9.213395535431133,29.964216926107838,64,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,foreign_nonts_qoq,5,12.598015141465526,5.41714466551028,1.9804115970653768,23.215618685865675,63,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,foreign_nonts_qoq,6,10.907303930687926,5.6105997578995845,-0.08947159479525979,21.90407945617111,62,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,foreign_nonts_qoq,7,10.446997126199504,6.012060060471934,-1.3366405923254874,22.230634844724495,61,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,foreign_nonts_qoq,8,10.510772379162832,7.9328528341643745,-5.0376191757993425,26.059163934125007,60,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,0,-20.891747127178466,7.492120510308793,-35.5763033273837,-6.207190926973231,68,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,1,-31.871855770842554,12.051150919103684,-55.49211157228577,-8.251599969399336,67,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,2,-14.601798382838782,12.91566723434288,-39.916506162150824,10.712909396473263,66,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,3,1.1365648983601098,12.030903417596006,-22.44400580012806,24.71713559684828,65,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,4,10.92033836946188,13.65296877034613,-15.839480420416532,37.6801571593403,64,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,5,23.16817277438267,15.69092256360661,-7.586035450286289,53.922380999051626,63,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
core_deposit_proximate,exploratory,measurement,domestic_nonfinancial_mmf_reallocation_qoq,6,32.135352942413036,14.807137707137718,3.1133630364231095,61.15734284840296,62,sensitivity,tdc_core_deposit_proximate_bank_only_residual_z,rolling_oos_standard_deviation,cumulative_sum_h0_to_h
